p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,cumulative_games_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season
claudiobravo,2016,57,396,2074,22,30,2634,29,4/13/1983,184,80,Chile,Medium/Medium,,,80.5,Goalkeeper,33,,,,,,23.629489603024574,3,0,,,
claudiobravo,2016,57,396,2074,22,30,2634,29,3/13/1997,170.25,71,Argentina,Medium/Medium,71.75,61.75,65.25,Goalkeeper,19,2074,22,94.27272727272727,57,22,24.495375850923217,3,0,0,396,57
claudiobravo,2018,264,396,0,0,2,2634,29,4/13/1983,184,80,Chile,Medium/Medium,,,80.5,Goalkeeper,35,4148,44,94.27272727272727,57,22,23.629489603024574,3,0,0,792,57
claudiobravo,2018,264,396,0,0,2,2634,29,3/13/1997,170.25,71,Argentina,Medium/Medium,71.75,61.75,65.25,Goalkeeper,21,4148,44,94.27272727272727,126,14.666666666666666,24.495375850923217,3,0,1,1188,264
collinquaner,2017,41,219,1376,26,31,1423,28,6/18/1991,191,79,Germany,Medium/Medium,77.8,71.8,67.2,Forward,26,,,,,,21.655108138483047,3,2,,,
collinquaner,2018,36,219,47,2,4,1423,28,6/18/1991,191,79,Germany,Medium/Medium,77.8,71.8,67.2,Forward,27,1376,26,52.92307692307692,41,26,21.655108138483047,3,2,0,219,41
connorwickham,2016,470,916,441,8,11,652,20,3/31/1993,190.33333333333331,90,England,High/Medium,60.66666666666666,73.5,71.5,Forward,23,,,,,,24.84350127744671,3.5,2,,,
connorwickham,2018,160,916,91,6,10,652,20,3/31/1993,190.33333333333331,90,England,High/Medium,60.66666666666666,73.5,71.5,Forward,25,441,8,55.125,470,8,24.84350127744671,3.5,2,1,916,470
connorwickham,2019,52,916,120,6,13,652,20,3/31/1993,190.33333333333331,90,England,High/Medium,60.66666666666666,73.5,71.5,Forward,26,532,14,38,315,7,24.84350127744671,3.5,2,1,1832,160
connorwickham,2020,171,916,0,0,3,652,20,3/31/1993,190.33333333333331,90,England,High/Medium,60.66666666666666,73.5,71.5,Forward,27,652,20,32.6,227.33333333333334,6.666666666666667,24.84350127744671,3.5,2,0,2748,52
conorhourihane,2020,13,13,232,4,15,1837,31,2/2/1991,180.83333333333331,63.333333333333336,Republic of Ireland,High/High,67.5,74.33333333333333,72,Midfielder,29,,,,,,19.367580538979382,4,3,,,
conortownsend,2020,69,69,2355,25,27,2355,25,3/4/1993,183,73,England,Medium/Medium,69,65.33333333333333,67,Defender,27,,,,,,21.798202394816204,3,1,,,
costelpantilimon,2016,27,60,91,2,33,91,2,2/1/1987,203,98.33333333333331,Romania,Medium/Medium,,,74,,29,,,,,,23.862101320908863,3,,,,
costelpantilimon,2017,14,60,0,0,3,91,2,2/1/1987,203,98.33333333333331,Romania,Medium/Medium,,,74,,30,91,2,45.5,27,2,23.862101320908863,3,,0,60,27
craigcathcart,2016,82,324,1226,15,20,7634,87,2/6/1989,189.33333333333331,79.66666666666667,Northern Ireland,Medium/Medium,50.833333333333336,71.66666666666667,73.33333333333333,Defender,27,,,,,,22.224013092640355,3,1,,,
craigcathcart,2017,211,324,525,7,9,7634,87,2/6/1989,189.33333333333331,79.66666666666667,Northern Ireland,Medium/Medium,50.833333333333336,71.66666666666667,73.33333333333333,Defender,28,1226,15,81.73333333333333,82,15,22.224013092640355,3,1,0,324,82
craigcathcart,2019,31,324,2625,29,36,7634,87,2/6/1989,189.33333333333331,79.66666666666667,Northern Ireland,Medium/Medium,50.833333333333336,71.66666666666667,73.33333333333333,Defender,30,1751,22,79.59090909,146.5,11,22.224013092640355,3,1,1,648,211
craigdawson,2017,66,85,2639,28,29,10727,116,5/6/1990,188,83.16666666666667,England,Medium/Medium,64,74.83333333333333,72.16666666666667,Defender,27,,,,,,23.530632261958658,3,1,,,
craigdawson,2019,19,85,2545,29,34,10727,116,5/6/1990,188,83.16666666666667,England,Medium/Medium,64,74.83333333333333,72.16666666666667,Defender,29,2639,28,94.25,66,28,23.530632261958658,3,1,0,85,66
cucomartina,2017,16,16,1931,21,35,2557,30,9/25/1989,184.2,75,Curacao,Medium/Medium,68.8,73.8,70.2,Defender,28,,,,,,22.104566980374685,3,1,,,
curtisdavies,2016,58,446,2242,26,28,2242,26,3/15/1985,188,86.83333333333333,England,Medium/Medium,60.66666666666666,74.16666666666667,75.33333333333333,Defender,31,,,,,,24.568054926814547,3,1,,,
dalestephens,2018,34,95,2683,30,31,9060,106,6/12/1989,185,73.33333333333333,England,Medium/High,61.16666666666666,75,73.5,Midfielder,29,,,,,,21.426832237643044,3.5,3,,,
dalestephens,2019,26,95,2674,33,35,9060,106,6/12/1989,185,73.33333333333333,England,Medium/High,61.16666666666666,75,73.5,Midfielder,30,2683,30,89.43333333333334,34,30,21.426832237643044,3.5,3,0,95,34
dalestephens,2020,35,95,283,7,27,9060,106,6/12/1989,185,73.33333333333333,England,Medium/High,61.16666666666666,75,73.5,Midfielder,31,5357,63,85.03174603174604,30,31.5,21.426832237643044,3.5,3,0,190,26
daleyblind,2017,89,237,387,7,18,2321,30,3/9/1990,180,72,Netherlands,High/Medium,58,75.33333333333333,80.83333333333333,Defender,27,,,,,,22.22222222222222,3.5,1,,,
danburn,2019,38,38,3041,34,34,5220,61,5/9/1992,198.5,87,England,Low/Medium,42.333333333333336,78.16666666666667,70.66666666666667,Defender,27,,,,,,22.079957362840954,2.5,1,,,
dangosling,2018,72,266,1843,25,26,6729,104,2/1/1990,183,79,England,Medium/High,59.16666666666666,69.16666666666667,72.83333333333333,Midfielder,28,,,,,,23.589835468362743,3.5,3,,,
dangosling,2019,194,266,1345,24,27,6729,104,2/1/1990,183,79,England,Medium/High,59.16666666666666,69.16666666666667,72.83333333333333,Midfielder,29,1843,25,73.72,72,25,23.589835468362743,3.5,3,0,266,72
danielamartey,2017,72,744,535,8,19,3769,53,12/21/1994,185,78.16666666666667,Ghana,Medium/High,72.16666666666667,82.16666666666667,73.5,Defender,23,,,,,,22.83905527,3.5,1,,,
danielamartey,2018,330,744,679,9,10,3769,53,12/21/1994,185,78.16666666666667,Ghana,Medium/High,72.16666666666667,82.16666666666667,73.5,Defender,24,535,8,66.875,72,8,22.83905527,3.5,1,0,744,72
danielamartey,2020,75,744,769,12,27,3769,53,12/21/1994,185,78.16666666666667,Ghana,Medium/High,72.16666666666667,82.16666666666667,73.5,Defender,26,1214,17,71.41176470588235,201,8.5,22.83905527,3.5,1,1,1488,330
danieljames,2019,19,65,2402,33,37,3359,48,11/10/1997,172.5,76,Wales,High/Medium,84.5,55.75,66.5,Midfielder,22,,,,,,25.54085276202478,3.5,3,,,
danieljames,2020,27,65,957,15,27,3359,48,11/10/1997,172.5,76,Wales,High/Medium,84.5,55.75,66.5,Midfielder,23,2402,33,72.78787878787878,19,33,25.54085276202478,3.5,3,0,65,19
danielsturridge,2016,70,270,834,20,27,2001,53,9/1/1989,184,76,England,Medium/Low,82.25,67.75,82.25,Forward,27,,,,,,22.448015122873343,2.5,2,,,
danielsturridge,2017,122,270,592,15,21,2001,53,9/1/1989,184,76,England,Medium/Low,82.25,67.75,82.25,Forward,28,834,20,41.7,70,20,22.448015122873343,2.5,2,0,270,70
dannydrinkwater,2016,7,427,2602,29,29,3496,46,3/5/1990,177.16666666666666,73.66666666666667,England,Medium/Medium,63,69.66666666666667,76.66666666666667,Midfielder,26,,,,,,23.469670406887275,3,3,,,
dannydrinkwater,2017,130,427,572,12,20,3496,46,3/5/1990,177.16666666666666,73.66666666666667,England,Medium/Medium,63,69.66666666666667,76.66666666666667,Midfielder,27,2602,29,89.72413793103448,7,29,23.469670406887275,3,3,0,427,7
dannydrinkwater,2018,127,427,0,0,1,3496,46,3/5/1990,177.16666666666666,73.66666666666667,England,Medium/Medium,63,69.66666666666667,76.66666666666667,Midfielder,28,3174,41,77.41463414634147,68.5,20.5,23.469670406887275,3,3,1,854,130
dannydrinkwater,2019,123,427,322,5,16,3496,46,3/5/1990,177.16666666666666,73.66666666666667,England,Medium/Medium,63,69.66666666666667,76.66666666666667,Midfielder,29,3174,41,77.41463414634147,88,13.666666666666666,23.469670406887275,3,3,1,1281,127
dannyings,2018,106,455,1696,24,26,7175,99,7/23/1992,178,73,England,High/High,80.33333333333333,69,76.83333333333333,Forward,26,,,,,,23.04002019946976,4,2,,,
dannyings,2020,61,455,2265,29,29,7175,99,7/23/1992,178,73,England,High/High,80.33333333333333,69,76.83333333333333,Forward,28,1696,24,70.66666666666667,106,24,23.04002019946976,4,2,0,455,106
dannyrose,2016,28,370,1608,18,18,6189,77,7/2/1990,173.66666666666666,74.66666666666667,England,Medium/High,78.83333333333333,75.33333333333333,79.66666666666667,Defender,26,,,,,,24.756761137779485,3.5,1,,,
dannyrose,2016,28,370,1608,18,18,6189,77,7/2/1990,173.66666666666666,74.66666666666667,England,Medium/High,78.83333333333333,75.33333333333333,79.66666666666667,Midfielder,26,1608,18,89.33333333333333,28,18,24.756761137779485,3.5,3,0,370,28
dannyrose,2016,28,370,1608,18,18,6189,77,12/10/1993,173,72,England,High/Low,79.33333333333333,63.833333333333336,63.66666666666666,Defender,23,3216,36,89.33333333333333,28,18,24.05693475,3,1,0,740,28
dannyrose,2016,28,370,1608,18,18,6189,77,12/10/1993,173,72,England,High/Low,79.33333333333333,63.833333333333336,63.66666666666666,Midfielder,23,4824,54,89.33333333333333,28,18,24.05693475,3,3,0,1110,28
dannyrose,2016,28,370,1608,18,18,6189,77,2/21/1988,170,66,England,Medium/High,61.66666666666666,63.66666666666666,63.333333333333336,Defender,28,6432,72,89.33333333333333,28,18,22.837370242214536,3.5,1,0,1480,28
dannyrose,2016,28,370,1608,18,18,6189,77,2/21/1988,170,66,England,Medium/High,61.66666666666666,63.66666666666666,63.333333333333336,Midfielder,28,8040,90,89.33333333333333,28,18,22.837370242214536,3.5,3,0,1850,28
dannyrose,2017,293,370,839,10,20,6189,77,7/2/1990,173.66666666666666,74.66666666666667,England,Medium/High,78.83333333333333,75.33333333333333,79.66666666666667,Defender,27,9648,108,89.33333333333333,28,18,24.756761137779485,3.5,1,0,2220,28
dannyrose,2017,293,370,839,10,20,6189,77,7/2/1990,173.66666666666666,74.66666666666667,England,Medium/High,78.83333333333333,75.33333333333333,79.66666666666667,Midfielder,27,10487,118,88.87288135593221,65.85714285714286,16.857142857142858,24.756761137779485,3.5,3,1,2590,293
dannyrose,2017,293,370,839,10,20,6189,77,12/10/1993,173,72,England,High/Low,79.33333333333333,63.833333333333336,63.66666666666666,Defender,24,11326,128,88.484375,94.25,16,24.05693475,3,1,1,2960,293
dannyrose,2017,293,370,839,10,20,6189,77,12/10/1993,173,72,England,High/Low,79.33333333333333,63.833333333333336,63.66666666666666,Midfielder,24,12165,138,88.15217391304348,116.33333333333333,15.333333333333334,24.05693475,3,3,1,3330,293
dannyrose,2017,293,370,839,10,20,6189,77,2/21/1988,170,66,England,Medium/High,61.66666666666666,63.66666666666666,63.333333333333336,Defender,29,13004,148,87.86486486486487,134,14.8,22.837370242214536,3.5,1,1,3700,293
dannyrose,2017,293,370,839,10,20,6189,77,2/21/1988,170,66,England,Medium/High,61.66666666666666,63.66666666666666,63.333333333333336,Midfielder,29,13843,158,87.61392405063292,148.45454545454547,14.363636363636363,22.837370242214536,3.5,3,1,4070,293
dannyrose,2018,49,370,1898,26,31,6189,77,7/2/1990,173.66666666666666,74.66666666666667,England,Medium/High,78.83333333333333,75.33333333333333,79.66666666666667,Defender,28,14682,168,87.39285714285714,160.5,14,24.756761137779485,3.5,1,1,4440,293
dannyrose,2018,49,370,1898,26,31,6189,77,7/2/1990,173.66666666666666,74.66666666666667,England,Medium/High,78.83333333333333,75.33333333333333,79.66666666666667,Midfielder,28,16580,194,85.46391753,151.92307692307693,14.923076923076923,24.756761137779485,3.5,3,0,4810,49
dannyrose,2018,49,370,1898,26,31,6189,77,12/10/1993,173,72,England,High/Low,79.33333333333333,63.833333333333336,63.66666666666666,Defender,25,18478,220,83.99090909090908,144.57142857142858,15.714285714285714,24.05693475,3,1,0,5180,49
dannyrose,2018,49,370,1898,26,31,6189,77,12/10/1993,173,72,England,High/Low,79.33333333333333,63.833333333333336,63.66666666666666,Midfielder,25,20376,246,82.82926829268293,138.2,16.4,24.05693475,3,3,0,5550,49
dannyrose,2018,49,370,1898,26,31,6189,77,2/21/1988,170,66,England,Medium/High,61.66666666666666,63.66666666666666,63.333333333333336,Defender,30,22274,272,81.88970588235294,132.625,17,22.837370242214536,3.5,1,0,5920,49
dannyrose,2018,49,370,1898,26,31,6189,77,2/21/1988,170,66,England,Medium/High,61.66666666666666,63.66666666666666,63.333333333333336,Midfielder,30,24172,298,81.11409395973155,127.70588235294117,17.529411764705884,22.837370242214536,3.5,3,0,6290,49
dannysimpson,2017,38,38,2418,28,30,5879,69,1/4/1987,176.5,78.75,England,Low/High,69,74.25,73.5,Defender,30,,,,,,25.279072940156812,3,1,,,
dannyward,2017,259,380,0,0,1,485,14,12/9/1990,180,80,England,High/High,73.83333333333333,69.33333333333333,68.16666666666667,Forward,27,,,,,,24.691358024691358,4,2,,,
dannyward,2017,259,380,0,0,1,485,14,12/9/1990,180,80,England,High/High,73.83333333333333,69.33333333333333,68.16666666666667,Goalkeeper,27,0,0,,259,0,24.691358024691358,4,0,1,380,259
dannyward,2017,259,380,0,0,1,485,14,6/22/1993,191,88,Wales,Medium/Medium,,,68.83333333333333,Forward,24,0,0,,259,0,24.12214577451276,3,2,1,760,259
dannyward,2017,259,380,0,0,1,485,14,6/22/1993,191,88,Wales,Medium/Medium,,,68.83333333333333,Goalkeeper,24,0,0,,259,0,24.12214577451276,3,0,1,1140,259
dannyward,2018,50,380,485,14,54,485,14,12/9/1990,180,80,England,High/High,73.83333333333333,69.33333333333333,68.16666666666667,Forward,28,0,0,,259,0,24.691358024691358,4,2,1,1520,259
dannyward,2018,50,380,485,14,54,485,14,12/9/1990,180,80,England,High/High,73.83333333333333,69.33333333333333,68.16666666666667,Goalkeeper,28,485,14,34.642857142857146,217.2,2.8,24.691358024691358,4,0,0,1900,50
dannyward,2018,50,380,485,14,54,485,14,6/22/1993,191,88,Wales,Medium/Medium,,,68.83333333333333,Forward,25,970,28,34.642857142857146,189.33333333333334,4.666666666666667,24.12214577451276,3,2,0,2280,50
dannyward,2018,50,380,485,14,54,485,14,6/22/1993,191,88,Wales,Medium/Medium,,,68.83333333333333,Goalkeeper,25,1455,42,34.642857142857146,169.42857142857142,6,24.12214577451276,3,0,0,2660,50
dannyward,2020,71,380,0,0,38,485,14,12/9/1990,180,80,England,High/High,73.83333333333333,69.33333333333333,68.16666666666667,Forward,30,1940,56,34.642857142857146,154.5,7,24.691358024691358,4,2,0,3040,50
dannyward,2020,71,380,0,0,38,485,14,12/9/1990,180,80,England,High/High,73.83333333333333,69.33333333333333,68.16666666666667,Goalkeeper,30,1940,56,34.642857142857146,145.22222222222223,6.222222222222222,24.691358024691358,4,0,0,3420,71
dannyward,2020,71,380,0,0,38,485,14,6/22/1993,191,88,Wales,Medium/Medium,,,68.83333333333333,Forward,27,1940,56,34.642857142857146,137.8,5.6,24.12214577451276,3,2,0,3800,71
dannyward,2020,71,380,0,0,38,485,14,6/22/1993,191,88,Wales,Medium/Medium,,,68.83333333333333,Goalkeeper,27,1940,56,34.642857142857146,131.72727272727272,5.090909090909091,24.12214577451276,3,0,0,4180,71
dannywelbeck,2016,3,408,796,16,16,4773,94,11/26/1990,185,73,England,High/High,81.33333333333333,75.5,78,Forward,26,,,,,,21.32943754565376,4,2,,,
dannywelbeck,2017,57,408,1290,28,30,4773,94,11/26/1990,185,73,England,High/High,81.33333333333333,75.5,78,Forward,27,796,16,49.75,3,16,21.32943754565376,4,2,0,408,3
dannywelbeck,2018,203,408,182,8,10,4773,94,11/26/1990,185,73,England,High/High,81.33333333333333,75.5,78,Forward,28,2086,44,47.40909090909091,30,22,21.32943754565376,4,2,0,816,57
dannywelbeck,2019,103,408,888,18,20,4773,94,11/26/1990,185,73,England,High/High,81.33333333333333,75.5,78,Forward,29,2268,52,43.61538461538461,87.66666666666667,17.333333333333332,21.32943754565376,4,2,1,1224,203
dannywelbeck,2020,42,408,1617,24,26,4773,94,11/26/1990,185,73,England,High/High,81.33333333333333,75.5,78,Forward,30,3156,70,45.08571428571429,91.5,17.5,21.32943754565376,4,2,0,1632,103
dannywilliams,2017,183,366,1206,20,26,1312,25,3/8/1989,182,78,United States,Medium/Medium,75,80,70.5,Midfielder,28,,,,,,23.54788069073783,3,3,,,
dannywilliams,2017,183,366,1206,20,26,1312,25,3/8/1989,182,78,United States,Medium/Medium,75,80,70.5,Midfielder,28,1206,20,60.3,183,20,23.54788069073783,3,3,1,366,183
dannywilliams,2017,183,366,1206,20,26,1312,25,1/25/1988,185,77,England,Medium/Medium,69.5,56,62.25,Midfielder,29,2412,40,60.3,183,20,22.498173849525198,3,3,1,732,183
dannywilliams,2017,183,366,1206,20,26,1312,25,1/25/1988,185,77,England,Medium/Medium,69.5,56,62.25,Midfielder,29,3618,60,60.3,183,20,22.498173849525198,3,3,1,1098,183
dannywilliams,2018,183,366,106,5,10,1312,25,3/8/1989,182,78,United States,Medium/Medium,75,80,70.5,Midfielder,29,4824,80,60.3,183,20,23.54788069073783,3,3,1,1464,183
dannywilliams,2018,183,366,106,5,10,1312,25,3/8/1989,182,78,United States,Medium/Medium,75,80,70.5,Midfielder,29,4930,85,58,183,17,23.54788069073783,3,3,1,1830,183
dannywilliams,2018,183,366,106,5,10,1312,25,1/25/1988,185,77,England,Medium/Medium,69.5,56,62.25,Midfielder,30,5036,90,55.955555555555556,183,15,22.498173849525198,3,3,1,2196,183
dannywilliams,2018,183,366,106,5,10,1312,25,1/25/1988,185,77,England,Medium/Medium,69.5,56,62.25,Midfielder,30,5142,95,54.126315789473686,183,13.571428571428571,22.498173849525198,3,3,1,2562,183
darrenrandolph,2020,88,88,285,3,27,2565,27,5/12/1987,187,78.66666666666667,Republic of Ireland,Medium/Medium,,,73.33333333333333,Goalkeeper,33,,,,,,22.496115607156813,3,0,,,
darrongibson,2016,52,127,671,12,13,671,12,10/25/1987,180,79.6,Republic of Ireland,Medium/Medium,52.4,69.4,72.2,Midfielder,29,,,,,,24.56790123,3,3,,,
daryljanmaat,2016,78,446,1672,27,27,5829,76,7/22/1989,185,80,Netherlands,High/Medium,71.16666666666667,77.5,76.66666666666667,Defender,27,,,,,,23.37472607742878,3.5,1,,,
daryljanmaat,2017,26,446,1917,23,35,5829,76,7/22/1989,185,80,Netherlands,High/Medium,71.16666666666667,77.5,76.66666666666667,Defender,28,1672,27,61.925925925925924,78,27,23.37472607742878,3.5,1,0,446,78
daryljanmaat,2018,97,446,1602,18,22,5829,76,7/22/1989,185,80,Netherlands,High/Medium,71.16666666666667,77.5,76.66666666666667,Defender,29,3589,50,71.78,52,25,23.37472607742878,3.5,1,0,892,26
daryljanmaat,2019,92,446,638,8,12,5829,76,7/22/1989,185,80,Netherlands,High/Medium,71.16666666666667,77.5,76.66666666666667,Defender,30,5191,68,76.33823529411765,67,22.666666666666668,23.37472607742878,3.5,1,0,1338,97
davidbrooks,2018,88,483,2338,30,33,2854,39,7/8/1997,179.6,61.2,Wales,Medium/Medium,70,59,68.6,Midfielder,21,,,,,,18.973120173015015,3,3,,,
davidbrooks,2019,325,483,516,9,9,2854,39,7/8/1997,179.6,61.2,Wales,Medium/Medium,70,59,68.6,Midfielder,22,2338,30,77.93333333333334,88,30,18.973120173015015,3,3,0,483,88
davidbutton,2018,41,41,380,4,29,475,5,2/27/1989,191,78.5,England,Medium/Medium,,,68.16666666666667,Goalkeeper,29,,,,,,21.518050492036952,3,0,,,
davidezappacosta,2018,35,351,145,4,23,1315,26,6/11/1992,182.5,70.33333333333333,Italy,High/High,79.33333333333333,73.66666666666667,77.66666666666667,Defender,26,,,,,,21.117157690623632,4,1,,,
davidmartin,2019,24,24,460,5,13,460,5,1/22/1986,187.33333333333331,86.33333333333333,England,Medium/Medium,,,66.66666666666667,Goalkeeper,33,,,,,,24.600752270108035,3,0,,,
davidmcgoldrick,2019,60,78,1889,28,29,4410,63,11/29/1987,183,74,Republic of Ireland,Medium/Medium,68.5,68.16666666666667,72,Midfielder,32,,,,,,22.096807907073963,3,3,,,
davidmcgoldrick,2020,18,78,2521,35,37,4410,63,11/29/1987,183,74,Republic of Ireland,Medium/Medium,68.5,68.16666666666667,72,Midfielder,33,1889,28,67.46428571428571,60,28,22.096807907073963,3,3,0,78,60
davidospina,2016,24,144,152,2,34,557,7,8/31/1988,183,79.66666666666667,Colombia,Medium/Medium,,,78.83333333333333,Goalkeeper,28,,,,,,23.788905809867916,3,0,,,
davidospina,2017,31,144,405,5,34,557,7,8/31/1988,183,79.66666666666667,Colombia,Medium/Medium,,,78.83333333333333,Goalkeeper,29,152,2,76,24,2,23.788905809867916,3,0,0,144,24
davidsilva,2017,11,140,2555,29,30,9854,123,12/13/1986,174.5,74.5,Colombia,High/Medium,72,74,72.33333333333333,Midfielder,31,,,,,,24.46613738803458,3.5,3,,,
davidsilva,2018,33,140,2504,33,35,9854,123,12/13/1986,174.5,74.5,Colombia,High/Medium,72,74,72.33333333333333,Midfielder,32,2555,29,88.10344827586206,11,29,24.46613738803458,3.5,3,0,140,11
davidsilva,2019,29,140,1907,27,33,9854,123,12/13/1986,174.5,74.5,Colombia,High/Medium,72,74,72.33333333333333,Midfielder,33,5059,62,81.59677419354838,22,31,24.46613738803458,3.5,3,0,280,33
davyklaassen,2017,15,38,270,7,12,270,7,2/21/1993,179.33333333333334,70.66666666666667,Netherlands,High/High,69.66666666666667,76.5,79.5,Midfielder,24,,,,,,21.973162338828924,4,3,,,
deandreyedlin,2017,43,327,3012,34,35,7108,85,7/9/1993,172.5,73.16666666666667,United States,High/Medium,92.66666666666669,72.66666666666667,73.83333333333333,Defender,24,,,,,,24.588671847651053,3.5,1,,,
deandreyedlin,2018,18,327,2640,29,34,7108,85,7/9/1993,172.5,73.16666666666667,United States,High/Medium,92.66666666666669,72.66666666666667,73.83333333333333,Defender,25,3012,34,88.58823529411765,43,34,24.588671847651053,3.5,1,0,327,43
deandreyedlin,2019,184,327,999,16,25,7108,85,7/9/1993,172.5,73.16666666666667,United States,High/Medium,92.66666666666669,72.66666666666667,73.83333333333333,Defender,26,5652,63,89.71428571428571,30.5,31.5,24.588671847651053,3.5,1,0,654,18
deandreyedlin,2020,44,327,457,6,9,7108,85,7/9/1993,172.5,73.16666666666667,United States,High/Medium,92.66666666666669,72.66666666666667,73.83333333333333,Defender,27,6651,79,84.18987341772151,81.66666666666667,26.333333333333332,24.588671847651053,3.5,1,1,981,184
deanhenderson,2020,29,29,1190,13,38,4610,49,3/12/1997,190,84,England,Medium/Medium,,,68.2,Goalkeeper,23,,,,,,23.26869806094183,3,0,,,
deanmarney,2016,337,371,1845,21,21,1845,21,1/31/1984,182.2,73.2,England,Medium/High,61.2,76.4,70,Midfielder,32,,,,,,22.050291533772494,3.5,3,,,
deanmarney,2017,34,371,0,0,11,1845,21,1/31/1984,182.2,73.2,England,Medium/High,61.2,76.4,70,Midfielder,33,1845,21,87.85714285714286,337,21,22.050291533772494,3.5,3,1,371,337
dejanlovren,2016,7,269,2689,29,31,6811,81,7/5/1989,188,84,Croatia,Medium/High,55.8,79.8,80.6,Defender,27,,,,,,23.766410140334994,3.5,1,,,
dejanlovren,2017,13,269,2259,29,34,6811,81,7/5/1989,188,84,Croatia,Medium/High,55.8,79.8,80.6,Defender,28,2689,29,92.72413793103448,7,29,23.766410140334994,3.5,1,0,269,7
dejanlovren,2018,138,269,1041,13,19,6811,81,7/5/1989,188,84,Croatia,Medium/High,55.8,79.8,80.6,Defender,29,4948,58,85.31034483,10,29,23.766410140334994,3.5,1,0,538,13
dejanlovren,2019,51,269,822,10,20,6811,81,7/5/1989,188,84,Croatia,Medium/High,55.8,79.8,80.6,Defender,30,5989,71,84.35211267605634,52.666666666666664,23.666666666666668,23.766410140334994,3.5,1,1,807,138
delealli,2016,10,194,3172,37,37,10743,138,4/11/1996,187.83333333333331,78.16666666666667,England,High/Medium,73.5,76.5,80.66666666666667,Midfielder,20,,,,,,22.15522990184462,3.5,3,,,
delealli,2017,13,194,3075,36,36,10743,138,4/11/1996,187.83333333333331,78.16666666666667,England,High/Medium,73.5,76.5,80.66666666666667,Midfielder,21,3172,37,85.72972972972973,10,37,22.15522990184462,3.5,3,0,194,10
delealli,2018,104,194,1898,25,25,10743,138,4/11/1996,187.83333333333331,78.16666666666667,England,High/Medium,73.5,76.5,80.66666666666667,Midfielder,22,6247,73,85.57534246575342,11.5,36.5,22.15522990184462,3.5,3,0,388,13
delealli,2019,49,194,1939,25,28,10743,138,4/11/1996,187.83333333333331,78.16666666666667,England,High/Medium,73.5,76.5,80.66666666666667,Midfielder,23,8145,98,83.11224489795919,42.333333333333336,32.666666666666664,22.15522990184462,3.5,3,0,582,104
delealli,2020,18,194,659,15,23,10743,138,4/11/1996,187.83333333333331,78.16666666666667,England,High/Medium,73.5,76.5,80.66666666666667,Midfielder,24,10084,123,81.98373983739837,44,30.75,22.15522990184462,3.5,3,0,776,49
demaraigray,2018,31,31,2072,34,35,5756,121,6/28/1996,179.66666666666666,71.33333333333333,England,Medium/Medium,88.33333333333333,54.333333333333336,72.83333333333333,Forward,22,,,,,,22.098230420520377,3,2,,,
demeacoduhaney,2018,72,72,45,1,2,45,1,10/13/1998,180,70,England,High/Medium,71,64,61,Defender,20,,,,,,21.604938271604937,3.5,1,,,
denisodoi,2018,15,31,2744,31,34,3029,34,5/27/1988,178.33333333333334,69.33333333333333,Belgium,High/High,82,70,71,Defender,30,,,,,,21.80103065769936,4,1,,,
dennispraet,2019,4,154,1205,27,34,1948,42,5/14/1994,181,78,Belgium,High/Medium,71.66666666666667,65.33333333333333,76.5,Midfielder,25,,,,,,23.808797045267237,3.5,3,,,
dennispraet,2020,85,154,743,15,25,1948,42,5/14/1994,181,78,Belgium,High/Medium,71.66666666666667,65.33333333333333,76.5,Midfielder,26,1205,27,44.629629629629626,4,27,23.808797045267237,3.5,3,0,154,4
dennissrbeny,2019,86,153,78,8,18,78,8,5/5/1994,190,83,Germany,High/Medium,65.25,70,66,Forward,25,,,,,,22.991689750692522,3.5,2,,,
diafrasakho,2016,337,477,191,4,5,550,18,12/24/1989,184,79,Senegal,High/Medium,74.6,72.2,74.8,Forward,27,,,,,,23.334120982986768,3.5,2,,,
diafrasakho,2017,18,477,359,14,18,550,18,12/24/1989,184,79,Senegal,High/Medium,74.6,72.2,74.8,Forward,28,191,4,47.75,337,4,23.334120982986768,3.5,2,1,477,337
dieumercimbokani,2016,146,266,808,12,17,808,12,11/22/1985,185,73,DR Congo,High/Medium,72.33333333333333,76,78.33333333333333,Forward,31,,,,,,21.32943754565376,3.5,2,,,
dimitripayet,2016,14,118,1587,18,18,1587,18,3/29/1987,175,77,France,High/Low,73.83333333333333,68.33333333333333,83,Midfielder,29,,,,,,25.142857142857142,3,3,,,
divockorigi,2016,14,44,1581,34,38,3022,84,4/18/1995,186,75,Belgium,High/Medium,82.66666666666667,73,77.33333333333333,Forward,21,,,,,,21.678806798473808,3.5,2,,,
divockorigi,2017,18,44,14,1,2,3022,84,4/18/1995,186,75,Belgium,High/Medium,82.66666666666667,73,77.33333333333333,Forward,22,1581,34,46.5,14,34,21.678806798473808,3.5,2,0,44,14
